Business Name,Category,City,Area/Locality,Full Address,Pincode,Contact Number,Website Available,Website URL,Google Maps Link,Google Rating,Total Reviews,Latitude,Longitude,Business Status,Business Size,Rating Category,Has Website,Has Contact,High Rated,Popular Business,Opportunity Score,Review Group
Nene Wadewale,Restaurant,Raigad,Alibaug,"Brahmin Lane, PNP Nagar, Alibag, Maharashtra 402201",402201,8888610464,NO,,https://maps.app.goo.gl/Ud53YfzJpgx612hg8,4.2,1303,18.64676043,72.8731184,Open,Popular,Good,0,1,0,1,87.73,Very High
New Hotel Sanman,Restaurant,Raigad,Alibaug,"MV2J+JH5 Hotel Sanman, Revdanda Bypass, Road, Shribag No.2, Chendhare, Maharashtra 402201",402201,7777067474,NO,,https://maps.app.goo.gl/Vw2qG3KBkAbXAGYZ7,4.2,668,18.651847,72.88131962,Open,Large,Good,0,1,0,1,81.06,Very High
Sea Palace,Restaurant,Raigad,Alibaug,"Beach, near Post Office , Front, Limaye Wadi, Alibag, Maharashtra 402201",402201,7498340889,NO,,https://maps.app.goo.gl/VrjYJUhCcmKn5Uyv8,4.6,56,18.64262312,72.87229976,Open,Medium,Excellent,0,1,1,0,48.43,Medium
Alibag Shilp Villa,Hotels & Lodges,Raigad,Alibaug,"Rohidas Nagar, Chendhare, Maharashtra 402201",402201,9404654525,NO,,https://maps.app.goo.gl/dpfLKXh4LRdiMkkA6,5,53,18.65271357,72.87261048,Open,Medium,Excellent,0,1,1,0,39.89,Medium
Gulmohar Cottages,Hotels & Lodges,Raigad,Alibaug,"1685A,opp Bhagyalakshmi Marriage Hall Chendhare, Chendhare, Maharashtra 402201",402201,9403314084,NO,,https://maps.app.goo.gl/hSQPwqwsVekiG98Y6,4.5,244,18.65095245,72.88166295,Open,Large,Good,0,1,1,1,65.01,High
Mhatres Guest House,Hotels & Lodges,Raigad,Alibaug,"Naresh smurti, near My shopee, Shivaji Nagar, Alibag, Chendhare, Maharashtra 402201",402201,8983729334,NO,,https://maps.app.goo.gl/6a3JngxpP4LcHRLY6,4.7,256,18.66128018,72.88011799,Open,Large,Excellent,0,1,1,1,61.49,High
Gold Stays,Hotels & Lodges,Raigad,Alibaug,"opposite Kotak Mahindra Bank, near Jage Udyan, Shribag No.3, Chendhare, Maharashtra 402201",402201,7796779647,YES,https://goldstays.in/,https://maps.app.goo.gl/9rieDpStYx4Arwim8,4.8,416,18.64830104,72.87553662,Open,Large,Excellent,1,1,1,1,64.33,High
Blue Ocean,Hotels & Lodges,Raigad,Alibaug,"M.T.D.C. approved Blue Ocean Bunglow, Swami Samarth Nagar, behind Suruchi Hotel, Chendhare, Maharashtra 402201",402201,Unknown,NO,,https://maps.app.goo.gl/Jo8djtUdHxsqAkfk9,4.7,126,18.65587243,72.88269291,Open,Medium,Excellent,0,1,1,1,54.44,High
Siddhartha Darshan,Hotels & Lodges,Raigad,Alibaug,"Siddhartha Darshan, Chendre, Varasoli, Maharashtra 402201",402201,8104534345,YES,https://alibaghospitality.com/,https://maps.app.goo.gl/teNGUntqw3H1TaVV7,4.8,10,18.65610546,72.86680361,Open,Small,Excellent,1,1,1,0,27.98,Very Low
Awaara Backpackers Hostel,Hotels & Lodges,Raigad,Alibaug,"near Mariaai Temple, Metpada, Koliwada, Alibag, Maharashtra 402201",402201,9022075706,YES,https://awaarastays.com/,https://maps.app.goo.gl/vrKSnSP9x8UyrSgb9,4.8,249,18.64342988,72.87827263,Open,Large,Excellent,1,1,1,1,59.21,High
St.Ricky'S Apartment,Hotels & Lodges,Raigad,Alibaug,"behind Vitthal Mandir, near Varsoli Beach Road, Sai Nagar, Vidya Nagar, Alibag, Chendhare, Maharashtra 402201",402201,8262854006,NO,,https://maps.app.goo.gl/GaywSWdKgYjM9sVt9,4.8,2010,18.65729457,72.8712855,Open,Popular,Excellent,0,1,1,1,80.06,Very High
Privystays Rooftop Cabin,Hotels & Lodges,Raigad,Alibaug,"Plot No, 2A, Varsoli Beach Road, beside Vitthal Mandir, Sai Nagar, Vidya Nagar, Chendhare, Maharashtra 402201",402201,8956951612,YES,https://privystays.com/villa/privy-stays-rooftop-cabin/,https://maps.app.goo.gl/EZJifisjrk4RLxwPA,4.9,144,18.65713525,72.8702064,Open,Medium,Excellent,1,1,1,1,51.77,High
Saraswati Holidays,Hotels & Lodges,Raigad,Alibaug,"bapdev ali, Varsoli Rd, opposite bapdev temple, Tivarekar Wadi, Varasoli, Maharashtra 402201",402201,7798734555,NO,,https://maps.app.goo.gl/rHaFLrUzahM1pFC76,4.9,346,18.66173844,72.87019493,Open,Large,Excellent,0,1,1,1,60.49,High
Aqua Nova Resort,Hotels & Lodges,Raigad,Alibaug,"Mahavir Darshan, Opp Sea Wind Society, Zuni Bhaji Market Road, Beach, near Alibag, Alibag, Maharashtra 402201",402201,7888111263,NO,,https://maps.app.goo.gl/mmgusEVVB5JQ1nsZ7,4.5,85,18.64131341,72.87478456,Open,Medium,Good,0,1,1,0,54.54,Medium
Out Of Box Living,Hotels & Lodges,Raigad,Alibaug,"near Varsoli Koliwada, opposite IES school, Varsoli Koliwada, Varasoli, Maharashtra 402209",402201,8623024360,YES,https://www.outofboxliving.com/,https://maps.app.goo.gl/SgjZTsdK5YSbMBrr9,4.7,684,18.66686298,72.86749306,Open,Large,Excellent,1,1,1,1,71.29,Very High
Second Home Stays,Hotels & Lodges,Raigad,Alibaug,"Arnav Cottage, beside basil leaf resort, near Shri Bhavani Devi Mandir Basil leaf resort, Varasoli, Alibag, Varasoli, Maharashtra 402201",402201,Unknown,NO,,https://maps.app.goo.gl/imkZsq4sgPgymFXk6,5,12,18.66095702,72.86785068,Open,Small,Excellent,0,1,1,0,25.65,Low
Ansh Holiday Home,Hotels & Lodges,Raigad,Alibaug,"Shreebag 3, near Hdfc Bank, Chendhare, Maharashtra 402201",402201,9096444755,NO,,https://maps.app.goo.gl/dRoVkF8MsTtcyHqz7,4.8,645,18.64853157,72.87513642,Open,Large,Excellent,0,1,1,1,68.71,Very High
Ambika Copiers And Stationery,Stationery Store,Raigad,Alibaug,"Ground Floor, Sahakar Bhavan, Bhraman Aali Road, near Mahavir Choke, PNP Nagar, Alibag, Maharashtra 402201",402201,7410157515,NO,,https://maps.app.goo.gl/gJNdTgMLb5E2tVkD6,4.8,101,18.6481505,72.87403794,Open,Medium,Excellent,0,1,1,1,50.25,High
Navnath Stationery,Stationery Store,Raigad,Alibaug,"Shribag No.2, Alibag, Maharashtra 402202",402201,Unknown,NO,,https://maps.app.goo.gl/NYRmd2V5uW6cUqo37,0,0,18.65046451,72.88028965,Open,Small,Poor,0,1,0,0,100,Very Low
Jagdish Enterprises,Stationery Store,Raigad,Alibaug,"Bazar Peth Rd, opposite MAHAJAN HALL, Koliwada, Alibag, Maharashtra 402201",402201,9145593333,NO,,https://maps.app.goo.gl/1eT5f1sGbZXHYbBq8,2,2,18.64256684,72.87449818,Open,Small,Poor,0,1,0,0,70.99,Very Low
Maharashtra Book House,General Store,Raigad,Alibaug,"JVWF+3FW, Near old Nagar palika Office, Alibag, Alibag, Maharashtra, India, Alibag, Maharashtra 402201",402201,8407965275,NO,,https://maps.app.goo.gl/ZvtSRAnjXqbCj4qM8,4.1,12,18.64610454,72.87381154,Open,Small,Good,0,1,0,0,43.65,Low
Digi1 Pen,Electronics Store,Raigad,Pen,"Damodhar plaza Opp Balaji super market near next to Raigad bazaar, Khopoli - Pen Rd, Dharmtar, Pen, Maharashtra 402107",402107,9136641649,YES,https://www.digi1.in/,https://maps.app.goo.gl/DC453t6PqC7HTciu8,4.9,1566,18.73440001,73.09055974,Open,Popular,Excellent,1,1,1,1,75.57,Very High
Ramdev Hardware And Electrical,Hardware Store,Raigad,Pen,"Khopoli - Pen Rd, dharamtar, Pen, Maharashtra 402107",402107,9414335934,NO,,https://maps.app.goo.gl/EeKaaCWRYkz6dQ7Y6,4,4,18.74789657,73.08641276,Open,Small,Average,0,1,0,0,36.09,Very Low
Bharat Electrical And Hardware,Hardware Store,Raigad,Pen,"P3MQ+CWG, Kadu Marg, Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/LJDy9SwDdsLCJriYA,5,1,18.74690038,73.09119598,Open,Small,Excellent,0,1,1,0,6.93,Very Low
New Ganesh Hardware,Hardware Store,Raigad,Pen,"At-post, Tal, Johe, pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/NvKtybc7wUe3oS3X6,5,2,18.80029944,73.06554635,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Shree Sai Steel Fabrication Fancy Hardware,Hardware Store,Raigad,Pen,"Shop No 3, Mumbai - Goa Hwy, opposite KOTAK MAHINDRA BANK, ANTORA PHATA, HUDCO Colony, Pen, Maharashtra 402107",402107,8087269266,NO,,https://maps.app.goo.gl/iYSGos8yKCE2RjLz5,5,1,18.74529385,73.08624679,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Dhanlaxmi Hardvare And Electric,Hardware Store,Raigad,Pen,"Shop No 5, DARSHAN BUISNESS PARK1, opposite HP PETROL PUMP, Chinchpada, Pen, Maharashtra 402107",402107,9460019417,NO,,https://maps.app.goo.gl/6C4TUta3cPer9vbm9,5,3,18.73817472,73.08751313,Open,Small,Excellent,0,1,1,0,13.86,Very Low
Bhartiya Aluminium And Hardware,Hardware Store,Raigad,Pen,"shop no 1,2,3, Deccan square building, Khopoli - Pen Rd, near digi 1, Chinchpada, Pen, Maharashtra 402107",402107,8554913272,NO,,https://maps.app.goo.gl/MqauMMvu6aXUeJxG9,4.1,15,18.73690721,73.08942343,Open,Small,Good,0,1,0,0,45.73,Low
New Parmar Plywood & Hardware,Hardware Store,Raigad,Pen,"P3PQ+4HR, Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/ENjzp4AUB4JrQJeY8,3.8,4,18.73813199,73.08785843,Open,Small,Average,0,1,0,0,40.09,Very Low
Prince Electric And Hardware,Hardware Store,Raigad,Pen,"Bazar Smiti, Chinchpada, Pen, Maharashtra 402107",402107,8290619549,NO,,https://maps.app.goo.gl/m8uMrcbwNDbnCsyu6,4.1,8,18.74174113,73.0887848,Open,Small,Good,0,1,0,0,39.97,Very Low
Raigad Hardware,Hardware Store,Raigad,Pen,"Ziral Ali, Pen, Maharashtra 402107",402107,9960653555,NO,,https://maps.app.goo.gl/A8aLe5idMvUwVDLo9,4,1,18.73981705,73.09461675,Open,Small,Average,0,1,0,0,26.93,Very Low
Punamiya Sales,Electronics Store,Raigad,Pen,"Mahavir Palace, Marg, Pen, Maharashtra 402107",402107,9762293255,NO,,https://maps.app.goo.gl/XR2N8ETQwxCX16hV6,4.4,258,18.73896367,73.09430433,Open,Large,Good,0,1,0,1,67.57,High
Bhushan Electronics & Electricals,Electronics Store,Raigad,Pen,"Dev Aali, Pen, Maharashtra 402107",402107,9822208466,NO,,https://maps.app.goo.gl/rDnbuX635c44BVGM8,4.6,50,18.73872845,73.09341449,Open,Small,Excellent,0,1,1,0,47.32,Low
Aarceeika,Electronics Store,Raigad,Pen,"Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/FoNyZhvudVJPbSDX7,4,326,18.73241143,73.09143807,Open,Large,Average,0,1,0,1,77.9,High
Punmiya Sales Nxt,Electronics Store,Raigad,Pen,"Deccan Square, Old, Chinchpada, Pen, Maharashtra 402107",402107,9970699111,NO,,https://maps.app.goo.gl/61UnaTcLcyy3tYia7,4.8,23,18.73411413,73.08983241,Open,Small,Excellent,0,1,1,0,35.78,Low
House Of Sujata Authorised Dealer - Snehanjali Electronics,Electronics Store,Raigad,Pen,"Mahaveer Marg, near RDC Bank, near Koundal Tale, Ziral Ali, Pen, Maharashtra 402107",402107,9325939297,YES,https://houseofsujata.com/,https://maps.app.goo.gl/feizZ4wM76UsbbEV8,5,1,18.73981561,73.09362137,Open,Small,Excellent,1,1,1,0,6.93,Very Low
Shivalay Electrical & Hardware,Electronics Store,Raigad,Pen,"Khopoli - Pen Rd, Chinchpada, Pen, Maharashtra 402107",402107,8237626956,NO,,https://maps.app.goo.gl/LFxWh7qjNMZMRPrt9,4.4,14,18.73401715,73.0892886,Open,Small,Good,0,1,0,0,39.08,Low
Arihant Enterprises,Electronics Store,Raigad,Pen,"Mirchi Galli, Bazar Peth Rd, Pen, Maharashtra 402107",402107,9325604525,NO,,https://maps.app.goo.gl/Q6i1zYgyEaKLTMWv5,4.3,36,18.73850693,73.09446998,Open,Small,Good,0,1,0,0,50.11,Low
Meera Electronics,Electronics Store,Raigad,Pen,"Shop No.6, Advait Housing Society, Hanuman Ali, Ziral Ali, Pen, Maharashtra 402107",402107,9284606619,NO,,https://maps.app.goo.gl/6t3KLfPeVWJ5s8cN7,5,7,18.73815981,73.09654691,Open,Small,Excellent,0,1,1,0,20.79,Very Low
Varma Electronics,Electronics Store,Raigad,Pen,"P3MV+45M, Prem Nagar Rd, Chinchpada, Pen, Maharashtra 402107",402107,8600330322,NO,,https://maps.app.goo.gl/4C9DbmVEefhTkBKYA,3.8,6,18.73375864,73.09303845,Open,Small,Average,0,1,0,0,43.46,Very Low
Shree Ambika Home Appliances,General Store,Raigad,Pen,"Opp samrudhi restaurant, MG road, Pen Raigad, Maharashtra 402107",402107,2143252464,NO,,https://maps.app.goo.gl/yaEMUHSGCS9mbXau5,4.5,11,18.73620656,73.09464263,Open,Small,Good,0,1,1,0,34.85,Low
Saurabh Mobiles Pen,Mobile Phone Store,Raigad,Pen,"Opposite Palm beach road pen ( at old raigad bazar, old, above At, Pen, Maharashtra 402107",402107,8087799869,NO,,https://maps.app.goo.gl/RbakMLPqUWsLCFfH8,4.7,39,18.73433984,73.08984465,Open,Small,Excellent,0,1,1,0,42.89,Low
Mega Computer And Electronic,Electronics Store,Raigad,Pen,"Shop-2, shivneri buildings, near gandhi mandir chawk, opp. hdfc bank, Ziral Ali, Pen, Maharashtra 402107",402107,9552382525,NO,,https://maps.app.goo.gl/g2JBbthwrnmT2rTe8,5,1,18.73681415,73.09615072,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Jbl Partner Store,Electronics Store,Raigad,Pen,"PUNAMIYA SALES, Mahaveer Marg, nearby Hotel Vivan, Bazar Peth, Ziral Ali, Pen, Maharashtra 402107",402107,8062916862,YES,https://store-in.jbl.com/near-me/raigad/Pen/jbl-partner-store-punamiya-sales-in-Pen-raigad--4fo3Kg/home,https://maps.app.goo.gl/bwfMGvWdREuQz3mD8,0,0,18.73908159,73.09445599,Open,Small,Poor,1,1,0,0,100,Very Low
Kalpana Enterprises,Electronics Store,Raigad,Pen,"107,first floor, nanasaheb dharmadhikari mandai, Chinchpada, Pen, Maharashtra 402107",402107,9503091220,NO,,https://maps.app.goo.gl/Lxsuxdfu7AtEHHC98,4.3,7,18.7351045,73.09300125,Open,Small,Good,0,1,0,0,34.79,Very Low
Shravan Electrical,Electrical Shop,Raigad,Pen,"Chinchpada, Pen, Maharashtra 402107",402107,7447886076,NO,,https://maps.app.goo.gl/mdnK4BgFDXjwRPbN7,0,0,18.73295049,73.09411704,Open,Small,Poor,0,1,0,0,100,Very Low
Talib Enterprises,Building Material Supplier,Raigad,Pen,"P4V3 5H2, Talib Enterprises Pen Khopoli Bypass, Road, Pen, Maharashtra 402107",402107,9561132991,NO,,https://maps.app.goo.gl/YNgRV4swJ6nYdstr8,4.7,3,18.74416419,73.10363425,Open,Small,Excellent,0,1,1,0,19.86,Very Low
Jai Bhawani Granites.,Building Material Supplier,Raigad,Pen,"near marquis manthan hotel, HUDCO Colony, Pen, Maharashtra 402107",402107,7448261245,NO,,https://maps.app.goo.gl/WN4uFoyUBomDmkns6,4.5,2,18.74347987,73.08923766,Open,Small,Good,0,1,1,0,20.99,Very Low
Akshay Ceramics,Building Material Supplier,Raigad,Pen,"Mumbai-Goa Highway, Tarankhop, Pen, Maharashtra 402107",402107,7030080919,YES,https://akshay-ceramics.grexa.site/,https://maps.app.goo.gl/KvoUap31Cmkh9Qjw5,4.6,11,18.75369306,73.09418233,Open,Small,Excellent,1,1,1,0,32.85,Low
Prime Ply And Hardware,Hardware Store,Raigad,Pen,"Shop no. 7, Ground Floor, Darshan Business Park, 2, Khopoli - Pen Rd, near Old HP Petrol Pump, Chinchpada, Pen, Maharashtra 402107",402107,8850877256,NO,,https://maps.app.goo.gl/TDzZWRKoEVPCtTTk7,4.9,37,18.73359064,73.08892595,Open,Small,Excellent,0,1,1,0,38.38,Low
Burhani Enterprises,Hardware Store,Raigad,Pen,"House No. 7, 154, Chinchpada, Pen, Maharashtra 402107",402107,7588653786,NO,,https://maps.app.goo.gl/CVKvZy5zk19h87cq6,5,1,18.73616118,73.09446037,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Morya Traders,Building Material Supplier,Raigad,Pen,"Khopoli - Pen Rd, Kamarli, Kambarli, Maharashtra 402107",402107,9270113537,NO,,https://maps.app.goo.gl/9huVg3ppYUgwZx1T9,4.3,21,18.72726184,73.1701414,Open,Small,Good,0,1,0,0,44.91,Low
Ss Mobile,Mobile Phone Store,Raigad,Pen,"Shop No 4 & 5, Darshan Business Park2, Khopoli - Pen Rd, near HP Petrol Pump, Chinchpada, Pen, Maharashtra 402107",402107,8956210516,YES,http://www.ssmobile.com/,https://maps.app.goo.gl/CakMRurZBw4n3s1h6,5,228,18.73344537,73.08916929,Open,Large,Excellent,1,1,1,1,54.34,High
Chachad Mobile Services,Mobile Phone Store,Raigad,Pen,"Shivaji Path, near Yes Bank, chawk, Pen, Maharashtra 402107",402107,9850510614,NO,,https://maps.app.goo.gl/HqzpMiighrsziN4y5,4.5,15,18.73724229,73.09600412,Open,Small,Good,0,1,1,0,37.73,Low
Olineo,Mobile Phone Store,Raigad,Pen,"Dist Tal, Shivaji Maharaj Path, Ziral Ali, Pen, Maharashtra 402107",402107,7875754344,YES,https://olineotarangmobile.com/,https://maps.app.goo.gl/k2GZJCC38xeWvxP87,4.6,76,18.73726681,73.09602209,Open,Medium,Excellent,1,1,1,0,51.44,Medium
Purohit Nx,Mobile Phone Store,Raigad,Pen,"P3PV+384, Khopoli - Pen Rd, Chinchpada, Pen, Maharashtra 402107",402107,7387484847,NO,,https://maps.app.goo.gl/oWnfMP6kweq3XucX6,5,9,18.73531373,73.09324747,Open,Small,Excellent,0,1,1,0,23.03,Very Low
Karkhanis Mobile,Mobile Phone Store,Raigad,Pen,"Shop No 1,2 Anandi Niwas, Shivaji Path, opp. jama masjid, Pen, Maharashtra 402107",402107,8446201575,NO,,https://maps.app.goo.gl/FonXTqqNcSFxEPHy7,5,7,18.73780786,73.09562825,Open,Small,Excellent,0,1,1,0,20.79,Very Low
Samsung Smart Café,Mobile Phone Store,Raigad,Pen,"Shop No. 5 & 6, Samsung Cafe, KHUSHAL ENCLAVE, Raju Pote Marg, near Moreshwar Cinema, Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/UT6UeedfrdYeSuYo7,5,2,18.73559973,73.0926254,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Veer Talk,Mobile Phone Store,Raigad,Pen,"Bhagwan, Mahaveer Marg, Bazar Peth, Pen, Maharashtra 402107",402107,9822559940,NO,,https://maps.app.goo.gl/7eVzuQy1ohYypsJk8,4.6,9,18.73882531,73.09490266,Open,Small,Excellent,0,1,1,0,31.03,Very Low
Mobile Mart,Mobile Phone Store,Raigad,Pen,"shop no 7, mobile mart, infront of st stand, pen khopoli road vast palace, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/MdeNVTT1R9pVt3oX6,5,2,18.73572459,73.09380574,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Goodwish Auto,Automobile Services,Raigad,Pen,"Patnoli, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/1p9USjBuBMvE86MY7,4.9,224,18.7437149,73.0837187,Open,Large,Excellent,0,1,1,1,56.16,High
Mauli Car Accessories,Automobile Services,Raigad,Pen,"Khopoli - Pen Rd, Shingrut Wada, Shankar Nagar, Pen, Maharashtra 402107",402107,9657004088,NO,,https://maps.app.goo.gl/AtQfQqT2PewzeQgz7,4.8,131,18.73742746,73.10219019,Open,Medium,Excellent,0,1,1,1,52.83,High
Premier Motors,Automobile Services,Raigad,Pen,"Khopoli - Pen Rd, Ziral Ali, Pen, Maharashtra 402107",402107,9373710369,NO,,https://maps.app.goo.gl/Fk1Zh33JLrDGEkrv9,3.7,47,18.73657433,73.09721134,Open,Small,Average,0,1,0,0,64.71,Low
Maruti Suzuki Authorised Service (Navnath Auto),Automobile Services,Raigad,Pen,"Tal Dist, Opp Ramwadi ST Stand, Mumbai - Goa Hwy, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/w5on5CD2hMHmmu7W7,4.4,70,18.73101145,73.084283,Open,Medium,Good,0,1,0,0,54.63,Medium
Rishabh Automobile,Automobile Services,Raigad,Pen,"Shop No 1, SHREE RAJ RESIDENCY, RTO OFFICE, Khopoli - Pen Rd, near PEN, Shingrut Wada, Shankar Nagar, Pen, Maharashtra 402107",402107,9028889747,NO,,https://maps.app.goo.gl/rzPf8qorRMErNEzg8,4.9,17,18.73719763,73.1034702,Open,Small,Excellent,0,1,1,0,30.9,Low
Cg Bajaj Showroom Pen,Automobile Services,Raigad,Pen,"P3GG+F4W, Pen, Umbarde, Maharashtra 402107",402107,8657554004,NO,,https://maps.app.goo.gl/qGsevNWbGoesSVLx7,4.4,13,18.72633227,73.07522168,Open,Small,Good,0,1,0,0,38.39,Low
"Milap Fashion Sarees,Fabrics & Women'S Wear.",Clothing Store,Raigad,Pen,"S Marg, L.B, Bajar Peth Rd, near Vardhaman Jewellers, Ziral Ali, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/dZjUMnxNaVEEqaDR6,4.8,204,18.73878818,73.09513164,Open,Large,Excellent,0,1,1,1,57.23,High
Bharati Fashion Point,Clothing Store,Raigad,Pen,"Sharad Pawar Bhawan, Agri Samaj Rd, Buddha Nagar, Chinchpada, Pen, Maharashtra 402107",402107,7710832716,NO,,https://maps.app.goo.gl/9eUeHvjCgEEqXAWR6,4.9,23,18.73575615,73.09480901,Open,Small,Excellent,0,1,1,0,33.78,Low
Cottonking,Clothing Store,Raigad,Pen,"Bazar, S R Complex, Gala No1, Opp Rajgad, Pen, Maharashtra 402107",402107,2143252544,NO,,https://maps.app.goo.gl/ENyr1AGaz7xNQ2No9,4,59,18.73382715,73.08966127,Open,Medium,Average,0,1,0,0,60.94,Medium
Hp Fashion,Clothing Store,Raigad,Pen,"Shop number 3, Ganesh Prasad Apartment, CHS, near Kaka Manohar Chowk, Hanuman Ali, Ziral Ali, Pen, Maharashtra 402107",402107,7276068844,YES,https://hpfashion.my-online.store/,https://maps.app.goo.gl/2dPbE3CTm5HyVjmf8,4.8,6,18.73803924,73.0970695,Open,Small,Excellent,1,1,1,0,23.46,Very Low
Neptune Readymade,Clothing Store,Raigad,Pen,"Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/3nfa1YZDK16dSX177,4.6,18,18.73592159,73.09230684,Open,Small,Excellent,0,1,1,0,37.44,Low
Nikita Sarees,Clothing Store,Raigad,Pen,"Shop No 85, NIKITA BUILDING, opposite MAX FASHION, BAZAR PETH, Pen, Maharashtra 402107",402107,9673530361,NO,,https://maps.app.goo.gl/1phizRxoscbXVDwv8,4.9,344,18.73773617,73.09465093,Open,Large,Excellent,0,1,1,1,60.44,High
Ace Menswear,Clothing Store,Raigad,Pen,"Shop No. 7, Nanasaheb Dharmadhikari, Shopping Complex, Bus Stand, opp. Pen, Chinchpada, Pen, Maharashtra 402107",402107,9096111600,NO,,https://maps.app.goo.gl/bKRgL6Wu96s4G1NKA,5,1,18.73529789,73.09320489,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Shreeji Collection,Clothing Store,Raigad,Pen,"Vithal Ali, near Gujrati Hall, Ziral Ali, Pen, Maharashtra 402107",402107,9665495899,NO,,https://maps.app.goo.gl/btGPuZXWxxwcuPW37,5,11,18.73765515,73.09421493,Open,Small,Excellent,0,1,1,0,24.85,Low
Patel Jewellers,Jewellery Store,Raigad,Pen,"Deccan Square, near Raigad Baazar, Chinchpada, Pen, Maharashtra 402107",402107,2231040010,YES,http://www.pateljewellers.com/,https://maps.app.goo.gl/WyzHTjCAtZjawBtT6,4.9,6808,18.73409674,73.08967463,Open,Popular,Excellent,1,1,1,1,90.26,Very High
Vardhaman Jewellers,Jewellery Store,Raigad,Pen,"Lbs Marg, Bazar Peth, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/yR3iEQnPFkCGKEst9,4.9,46,18.73803035,73.09477014,Open,Small,Excellent,0,1,1,0,40.5,Low
Unique Jewellery,Jewellery Store,Raigad,Pen,"Ground floor, Radha niwas, sonar Ali, near jain hall, Ziral Ali, Pen, Maharashtra 402107",402107,9529707370,YES,https://www.theujs.com/,https://maps.app.goo.gl/meuq3mpiPULUyeBu6,4.9,54,18.73812729,73.09538871,Open,Medium,Excellent,1,1,1,0,42.07,Medium
Bafna Jewellers Pen,Jewellery Store,Raigad,Pen,"Ziral Ali, Pen, Maharashtra 402107",402107,9049111100,NO,,https://maps.app.goo.gl/WyS4QQxyaQbBxfxMA,4.3,43,18.73867093,73.09537604,Open,Small,Good,0,1,0,0,51.84,Low
Swamini Forming Jewellery,Jewellery Store,Raigad,Pen,"Shop No 2, PATNESHWAR KRUPA BUILDING, MARUTI MANDIR, near HARI OM XEROX, Hanuman Ali, Ziral Ali, Pen, Maharashtra 402107",402107,9270276010,NO,,https://maps.app.goo.gl/GVnPXGVUYEZfhTGL9,4.7,16,18.7383835,73.09581166,Open,Small,Excellent,0,1,1,0,34.33,Low
Bhawani Jewellers,Jewellery Store,Raigad,Pen,"Mahavir marg,bazar path, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/mL6dNGBDWbZkp88F9,5,1,18.73867918,73.09437827,Open,Small,Excellent,0,1,1,0,6.93,Very Low
J D Jewellers,Jewellery Store,Raigad,Pen,"Shop No 7, MAHAVIR MARG, opposite SAMSUNG GALLERY, BAZAR PETH, Pen, Maharashtra 402107",402107,8796673007,NO,,https://maps.app.goo.gl/dEAdtFYrPyne8WTL6,5,2,18.73845688,73.0946355,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Ambika Jewellers,Jewellery Store,Raigad,Pen,"MIRCHI GALLI, Mahaveer Marg, Dev Aali, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/RgXVC2V8bBgMnHHk6,5,5,18.73854081,73.09430197,Open,Small,Excellent,0,1,1,0,17.92,Very Low
Rajlaxmi Jewellers,Jewellery Store,Raigad,Alibaug,"near IDBI BANK, New Alibag, PNP Nagar, Chendhare, Maharashtra 402201",402201,9987971444,NO,,https://maps.app.goo.gl/MvuXnBGqWhseqzCQ8,4.9,14,18.64945299,72.87425884,Open,Small,Excellent,0,1,1,0,29.08,Low
Shree Jewellers,Jewellery Store,Raigad,Alibaug,"near bus depot, opp. to Alibag Wines, Brahmin Lane, Mahavir chowk, Alibag, Maharashtra 402201",402201,9922120931,NO,,https://maps.app.goo.gl/JCFj9Rkk73NiRpXX8,5,17,18.64796523,72.8735809,Open,Small,Excellent,0,1,1,0,28.9,Low
Pooja Jewellers,Jewellery Store,Raigad,Alibaug,"Gala No 4, Koliwada, Alibag, Maharashtra 402201",402201,9921553346,NO,,https://maps.app.goo.gl/hdtWu6UddxeSDhHC6,4.8,4,18.64358775,72.87621579,Open,Small,Excellent,0,1,1,0,20.09,Very Low
